sentence,label
Mildred and John Muhammad were married for 10 years until he returned from the Gulf War a changed man,0
Second year in a row the Facebook CEO has made large gains on stock,0
"QUEEN MARGARET:Warwick, these words have turn'd my hate to love;And I forgive and quite forget old faults,And joy that thou becomest King Henry's friend",1
"His forthcoming book, Future Crimes, examines the state of security architecture and the change electronic threats posed by criminals",0
COMINIUS:Stand fast;We have as many friends as enemies,1
"Come hither, Bess, and let me kiss my boy",1
Players who had appeared at World Cup were exempt from training,0
"TRANIO:And I am one that love Bianca moreThan words can witness, or your thoughts can guess",1
Andrew Mitchell began to 'build contacts' with the regime,0
"The suspect's body was found in a ditch, while his victims were discovered dead in a truck nearby",0
"They spoke out after gruesome murderer of US journalist James Foley – apparently by a British jihadist, claiming it was in revenge for US",0
ROMEO:And we mean well in going to this mask;But 'tis no wit to go,1
"Both Citizens:The gods give you joy, sir, heartily!CORIOLANUS:Most sweet voices!Better it is to die, better to starve,Than crave the hire which first we do deserve",1
GLOUCESTER:That would be ten days' wonder at the least,1
"PETRUCHIO:Good sooth, even thus; therefore ha' done with words:To me she's married, not unto my clothes:Could I repair what she will wear in me,As I can change these poor accoutrements,'Twere well for Kate and better for myself",1
DUKE VINCENTIO:'Tis false,1
First photo showed them with the word followed by a question mark,0
"BAGOT:If judgement lie in them, then so do we,Because we ever have been near the king",1
MAMILLIUS:Merry or sad shall't be?HERMIONE:As merry as you will,1
"Sergeant Louise Gibson, 43, vanished from her hometown on Thursday",0
"HENRY BOLINGBROKE:We thank thee, gentle Percy, for thy pains;And to thy worth will add right worthy gains",1
"He said the ""whole thing got way overblown""",0
"LEONTES:Out!A mankind witch! Hence with her, out o' door:A most intelligencing bawd!PAULINA:Not so:I am as ignorant in that as youIn so entitling me, and no less honestThan you are mad; which is enough, I'll warrant,As this world goes, to pass for honest",1
Mr Cook said he is encouraging users to take stricter security measures,0
Hospital says some staff prefer to deliver bad news face to face,0
"So, let's see: it was told me I should berich by the fairies",1
HASTINGS:Go on before; I'll talk with this good fellow,1
"PROSPERO:My brother and thy uncle, call'd Antonio--I pray thee, mark me--that a brother shouldBe so perfidious!--he whom next thyselfOf all the world I loved and to him putThe manage of my state; as at that timeThrough all the signories it was the firstAnd Prospero the prime duke, being so reputedIn dignity, and for the liberal artsWithout a parallel; those being all my study,The government I cast upon my brotherAnd to my state grew stranger, being transportedAnd rapt in secret studies",1
A Colorado firm is in the early stages of development of such a system,0
features and a distinctive hairstyle to identify Emperor Trajan,0
"SAMPSON:My naked weapon is out: quarrel, I will back thee",1
"ROMEO:Nurse, commend me to thy lady and mistress",1
"Alonso has fared  better, recording two podium finishes",0
Four-time world champion was fastest during pre-season testing in Jerez,0
6bn over next four years,0
"Third Citizen:When clouds appear, wise men put on their cloaks;When great leaves fall, the winter is at hand;When the sun sets, who doth not look for night?Untimely storms make men expect a dearth",1
Sleet and hail showers to affect parts of Lincolnshire and East Anglia,0
against her dismissed if she meets several conditions,0
"Steven Van Zandt: Bands aren't woodshedding, aren't learning rock 'n' roll history",0
"POMPEY:Truly, sir, I am a poor fellow that would live",1
"I am too bold, 'tis not to me she speaks:Two of the fairest stars in all the heaven,Having some business, do entreat her eyesTo twinkle in their spheres till they return",1
"Clown:Out upon him! prig, for my life, prig: he hauntswakes, fairs and bear-baitings",1
The World Champion was beaten by Irishman David Morris,0
"Moreover, urge his hateful luxuryAnd bestial appetite in change of lust;Which stretched to their servants, daughters, wives,Even where his lustful eye or savage heart,Without control, listed to make his prey",1
But officials refused to pay back the money and only relented six months later when an inspector was sent round,0
Scientists were able to peer 33 to 50 feet beneath the Sea of Serenity,0
"He says opponents try to paint the union, not the employer, as oppressors of workers",0
"BRUTUS:How accompanied?AEdile:With old Menenius, and those senatorsThat always favour'd him",1
Not Mayor Rob Ford's first controversy,0
Her husband and children were reportedly not at home at time of arrest,0
Both women pay for all of their clothes themselves,0
"TRANIO:Why, sir, I pray, are not the streets as freeFor me as for you?GREMIO:But so is not she",1
ANGELO:'Tis so with me,1
News follows announcement that country had slipped into recession,0
The 22-year-old was offered one-game suspension following incident,0
WARWICK:And I the house of York,1
Reaction pours in,0
Southgate said Leighton Baines likely to start ahead of Shaw for seniors,0
34-year-old Etchells and husband also attacked elderly couple at the club,0
Barbee's alleged accomplices called police only an hour later claiming he was found with a self-inflicted gunshot wound,0
"Missing engine recovered from Hudson, hauled to New Jersey riverbank",0
"Singer tells of ordeal at the hands of the masked man, who wore Mohican-style hairstyle",0
"Lord:O monstrous beast! how like a swine he lies!Grim death, how foul and loathsome is thine image!Sirs, I will practise on this drunken man",1
"The attacker, who was authorized to be on the base, was shot dead",0
001 mm thick - within,0
"What figure of us think you he will bear?For you must know, we have with special soulElected him our absence to supply,Lent him our terror, dress'd him with our love,And given his deputation all the organsOf our own power: what think you of it?ESCALUS:If any in Vienna be of worthTo undergo such ample grace and honour,It is Lord Angelo",1
SLY:I thank thee: thou shalt not lose by it,1
Carry this mad knave to the gaol,1
Northern Ireland remain one point behind Group F leaders Romania with five games left to play,0
Jahi McMath experienced complications following a tonsillectomy,0
"Skipper, stand back: 'tis age that nourisheth",1
BUCKINGHAM:We wait upon your grace,1
PETRUCHIO:Am I not wise?KATHARINA:Yes; keep you warm,1
One witness said: 'It was like a sea of white,0
"In Congo, John Prendergast heard of villagers slaughtered with machetes, families fleeing",0
Heard ye not what an humble suppliantLord hastings was to her for his delivery?GLOUCESTER:Humbly complaining to her deityGot my lord chamberlain his liberty,1
Patty and Brian Martel say their daughter Jennifer repeatedly refused to leave her boyfriend Jared Remy - despite escalating control,0
"Is this Menenius?SICINIUS:'Tis he,'tis he: O, he is grown most kind of late",1
"Desolate, desolate, will I hence and die:The last leave of thee takes my weeping eye",1
Eric Garner died at hands of police officers in July,0
Sisson was uninjured in the crash,0
"Third Watchman:But say, I pray, what nobleman is thatThat with the king here resteth in his tent?First Watchman:'Tis the Lord Hastings, the king's chiefest friend",1
"LUCIO:ANGELO:The law hath not been dead, though it hath slept:Those many had not dared to do that evil,If the first that did the edict infringeHad answer'd for his deed: now 'tis awakeTakes note of what is done; and, like a prophet,Looks in a glass, that shows what future evils,Either new, or by remissness new-conceived,And so in progress to be hatch'd and born,Are now to have no successive degrees,But, ere they live, to end",1
"KING RICHARD II:Mine eyes are full of tears, I cannot see:And yet salt water blinds them not so muchBut they can see a sort of traitors here",1
"Writer: Hitting on a man when his girlfriend is nearby could make you ""Evil Homewrecking Woman""If you snag him away from someone, be wary: It could happen again, writer says",0
"Relenting fool, and shallow, changing woman!How now! what news?RATCLIFF:My gracious sovereign, on the western coastRideth a puissant navy; to the shoreThrong many doubtful hollow-hearted friends,Unarm'd, and unresolved to beat them back:'Tis thought that Richmond is their admiral;And there they hull, expecting but the aidOf Buckingham to welcome them ashore",1
First Watchman:Unless our halberds did shut up his passage,1
KATHARINA:Let me entreat you,1
"GONZALO:Sir,--SEBASTIAN:One: tell",1
Rowers Heather Stanning and Helen Glover triumph in the women's pair,0
Felton pleaded guilty to attempted criminal possession of a weapon and criminal possession of a firearm,0
LORD ROSS:The Earl of Wiltshire hath the realm in farm,1
